county_fips	tweets	county	state	pop	tdays	disease	tpm	score	scorenew
18035	8	Delaware County	IN	117660	4	Influenza	67.992000000	2.419423174769416	3.685186930847537
18039	5	Elkhart County	IN	198941	4	Influenza	25.133000000	1.864685076288494	2.731878328634769
18043	1	Floyd County	IN	74989	1	Influenza	13.335000000	0.3803862999050476	1.0664333903038745
18047	3	Franklin County	IN	23041	2	Influenza	130.202000000	1.3933537486560688	3.6428504743637733
18051	1	Gibson County	IN	33505	1	Influenza	29.846000000	0.48985815461448895	1.6608369155200038
18053	1	Grant County	IN	69793	1	Influenza	14.328000000	0.3899544601755007	1.1141106143810395
18057	10	Hamilton County	IN	282810	6	Influenza	35.359000000	3.080092942440682	3.443864529981514
18059	2	Hancock County	IN	70529	1	Influenza	28.357000000	0.48279014552701244	1.6195862434859156
18061	2	Harrison County	IN	39336	2	Influenza	50.844000000	1.1280683455888938	2.7425712433936327
18063	6	Hendricks County	IN	147979	4	Influenza	40.546000000	2.12960071263571	3.1850767309977264
18067	5	Howard County	IN	82800	3	Influenza	60.386000000	1.7645064840535107	3.291371886346757
18077	1	Jefferson County	IN	32249	1	Influenza	31.008000000	0.49514083879356197	1.691886514829307
18081	3	Johnson County	IN	141656	2	Influenza	21.178000000	0.8854573732945783	1.953149189980974
18083	3	Knox County	IN	38500	1	Influenza	77.922000000	0.6240657175645585	2.495823039080364
18089	9	Lake County	IN	495558	5	Influenza	18.161000000	2.1091978308911155	2.6370655514230097
18091	1	LaPorte County	IN	111374	1	Influenza	8.978000000	0.3286260956341208	0.8253026270045368
18095	2	Madison County	IN	131235	2	Influenza	15.239000000	0.7964045018522716	1.6778439450981608
18097	38	Marion County	IN	911296	7	Influenza	41.698000000	3.7541520807301323	3.7541520807301323
18099	1	Marshall County	IN	47050	1	Influenza	21.253000000	0.4432109758548541	1.3952894975891452
18105	11	Monroe County	IN	139799	5	Influenza	78.684000000	3.1271920091568126	4.04660384718824
18109	1	Morgan County	IN	69464	1	Influenza	14.395000000	0.39057754019663765	1.1172471008134668
18111	1	Newton County	IN	14161	1	Influenza	70.616000000	0.6101883589556371	2.405863442447547
18117	1	Orange County	IN	19969	1	Influenza	50.077000000	0.5619048997196943	2.098491084358517
18127	2	Porter County	IN	165537	1	Influenza	12.081000000	0.36730868510086995	1.0027829264928914
18139	1	Rush County	IN	17287	1	Influenza	57.846000000	0.5821319802832139	2.2261050790029504
18141	7	St. Joseph County	IN	266700	5	Influenza	26.246000000	2.3606476581027636	2.983008815420953
18151	1	Steuben County	IN	34028	1	Influenza	29.387000000	0.48771641219610995	1.64830141893954
18157	9	Tippecanoe County	IN	174724	4	Influenza	51.509000000	2.2634197619867473	3.4155510164573477
18163	16	Vanderburgh County	IN	180305	5	Influenza	88.738000000	3.212067366924098	4.164869592687128
18167	3	Vigo County	IN	108182	2	Influenza	27.731000000	0.9594219083450263	2.1886482227800896
18169	1	Wabash County	IN	32608	1	Influenza	30.667000000	0.49361073274183137	1.6828742305072826
18173	2	Warrick County	IN	60275	2	Influenza	33.181000000	1.0090485526099533	2.3494959413347947
18177	3	Wayne County	IN	68643	2	Influenza	43.704000000	1.085732280878443	2.6017156662681344
18179	1	Wells County	IN	27734	1	Influenza	36.056000000	0.5160614688500756	1.8165914449292369
18183	1	Whitley County	IN	33392	1	Influenza	29.947000000	0.49032515198563137	1.66357430424437
19013	9	Black Hawk County	IA	131549	4	Influenza	68.415000000	2.4229159899924375	3.6912338232676762
19019	2	Buchanan County	IA	20923	1	Influenza	95.588000000	0.6529220728427996	2.6848108177767838
19025	1	Calhoun County	IA	9626	1	Influenza	103.885000000	0.6646949302643933	2.762583479164679
19031	1	Cedar County	IA	18400	1	Influenza	54.347000000	0.5733746367348197	2.170636121150474
19041	1	Clay County	IA	16590	1	Influenza	60.277000000	0.5879149383743419	2.262908275841147
19045	1	Clinton County	IA	49015	1	Influenza	20.401000000	0.4376339499868577	1.3646693600231006
19049	2	Dallas County	IA	69444	2	Influenza	28.800000000	0.9698595410032453	2.222304261733243
19061	2	Dubuque County	IA	94648	1	Influenza	21.130000000	0.4424191648661369	1.3909264734464521
19065	1	Fayette County	IA	20973	1	Influenza	47.680000000	0.5550383240170466	2.0555878628004356
19069	2	Franklin County	IA	10730	2	Influenza	186.393000000	1.4952022902433149	3.9936977871374144
19077	1	Guthrie County	IA	10901	1	Influenza	91.734000000	0.6471050256954287	2.6465192162819426
19079	1	Hamilton County	IA	15538	1	Influenza	64.358000000	0.5971256929040519	2.32179931191785
19081	1	Hancock County	IA	11287	1	Influenza	88.597000000	0.6421888338967839	2.614231289756518
19083	1	Hardin County	IA	17426	1	Influenza	57.385000000	0.5810084296468112	2.2189705376704336
19095	3	Iowa County	IA	16320	3	Influenza	183.823000000	2.2368851187161485	4.379288962094279
19097	1	Jackson County	IA	19796	1	Influenza	50.515000000	0.5631247181995759	2.1061356342926603
19103	16	Johnson County	IA	133038	6	Influenza	120.266000000	4.112559839892589	4.645209245523295
19105	1	Jones County	IA	20608	1	Influenza	48.524000000	0.5574939143654921	2.0709052106575494
19109	1	Kossuth County	IA	15396	1	Influenza	64.951000000	0.5984160060072343	2.330075182722133
19113	8	Linn County	IA	213875	4	Influenza	37.405000000	2.084678662543226	3.1079123402674784
19123	1	Mahaska County	IA	22530	1	Influenza	44.385000000	0.54502595056837	1.993436152021723
19125	1	Marion County	IA	33335	1	Influenza	29.998000000	0.4905603837535513	1.664953708073884
19133	1	Monona County	IA	9239	1	Influenza	108.236000000	0.6705015256158788	2.8010720503885227
19139	1	Muscatine County	IA	42815	1	Influenza	23.356000000	0.4561111751066182	1.467084042486353
19153	42	Polk County	IA	437399	7	Influenza	96.022000000	4.574937756910927	4.574937756910927
19157	1	Poweshiek County	IA	18804	1	Influenza	53.180000000	0.5703302623795642	2.151429922146586
19163	6	Scott County	IA	167095	4	Influenza	35.907000000	2.061943562829926	3.0689030720037134
19169	18	Story County	IA	89663	5	Influenza	200.751000000	3.790738759833762	4.972542706274998
19171	1	Tama County	IA	17695	1	Influenza	56.513000000	0.5788587156008603	2.205334460299599
19175	1	Union County	IA	12545	1	Influenza	79.713000000	0.6272713789658166	2.5166936658208283
19187	2	Webster County	IA	37660	2	Influenza	53.106000000	1.1402700244094226	2.783352018162555
19193	5	Woodbury County	IA	102509	2	Influenza	48.776000000	1.116437982901509	2.7037744062394213
20003	1	Anderson County	KS	8070	1	Influenza	123.915000000	0.6896619294282054	2.9286381085865223
20005	1	Atchison County	KS	16793	1	Influenza	59.548000000	0.5862052055571885	2.252013342742183
20009	1	Barton County	KS	27841	1	Influenza	35.918000000	0.5155284624266298	1.8133811692989885
20015	1	Butler County	KS	65817	1	Influenza	15.193000000	0.3977970071559048	1.1538667747852787
20037	2	Crawford County	KS	39220	2	Influenza	50.994000000	1.1288938078024933	2.7453276353701703
20045	16	Douglas County	KS	112211	6	Influenza	142.588000000	4.25738407513948	4.813957463091381
20051	1	Ellis County	KS	28742	1	Influenza	34.792000000	0.5111034863925391	1.7867947845986527
20057	1	Ford County	KS	34568	1	Influenza	28.928000000	0.4855420710065493	1.6356067867301236
20059	1	Franklin County	KS	25931	1	Influenza	38.563000000	0.5254134768650258	1.8731858345902503
20061	2	Geary County	KS	35323	1	Influenza	56.620000000	0.5791242470937689	2.207017737265685
20075	1	Hamilton County	KS	2666	1	Influenza	375.093000000	0.8471194933188323	3.9997538854181633
20079	1	Harvey County	KS	34846	1	Influenza	28.697000000	0.4844351472293971	1.6291565025858128
20091	13	Johnson County	KS	552991	5	Influenza	23.508000000	2.28499971061672	2.8787168003889927
20097	1	Kiowa County	KS	2549	1	Influenza	392.310000000	0.8535140149997258	4.043827908526968
20103	2	Leavenworth County	KS	77176	2	Influenza	25.914000000	0.9407561706626713	2.128707782982754
20111	1	Lyon County	KS	33764	1	Influenza	29.617000000	0.4887936300357193	1.654602464388474
20113	1	McPherson County	KS	29241	1	Influenza	34.198000000	0.508712751829717	1.772479562432564
20131	1	Nemaha County	KS	10113	1	Influenza	98.882000000	0.6577127841771327	2.716415117433838
20155	2	Reno County	KS	64607	2	Influenza	30.956000000	0.9898171304627986	2.2869201792564415
20161	5	Riley County	KS	72997	4	Influenza	68.495000000	2.4235741757352693	3.692373343368192
20163	1	Rooks County	KS	5182	1	Influenza	192.975000000	0.7525327549685733	3.352282209679572
20173	26	Sedgwick County	KS	501076	6	Influenza	51.888000000	3.401294117169666	3.8171721486902572
20175	1	Seward County	KS	23328	1	Influenza	42.866000000	0.5401627903627477	1.963429258743631
20177	11	Shawnee County	KS	178941	4	Influenza	61.472000000	2.3626962607773563	3.5870365539100226
20181	1	Sherman County	KS	6054	1	Influenza	165.180000000	0.7304387911766907	3.2026302921744954
20209	3	Wyandotte County	KS	158224	3	Influenza	18.960000000	1.2830272589499931	2.2110961742914985
21001	1	Adair County	KY	18686	1	Influenza	53.516000000	0.5712134623664666	2.1569976438272755
21009	2	Barren County	KY	42269	1	Influenza	47.315000000	0.5539631530644674	2.048890282830401
21015	4	Boone County	KY	121737	3	Influenza	32.857000000	1.509491045426414	2.7134735632894165
21019	1	Boyd County	KY	49466	1	Influenza	20.215000000	0.4363869255220411	1.35785814283085
21021	3	Boyle County	KY	28550	2	Influenza	105.078000000	1.332621335018427	3.4347058402138413
21035	2	Calloway County	KY	37544	2	Influenza	53.270000000	1.1411347394500895	2.7862450486872667
21037	4	Campbell County	KY	90940	3	Influenza	43.985000000	1.631283900372464	2.9882399906527515
21043	1	Carter County	KY	27586	1	Influenza	36.250000000	0.5168074206893669	1.821087084322575
21047	1	Christian County	KY	73591	1	Influenza	13.588000000	0.3828856104209191	1.0787982327351948
21049	3	Clark County	KY	35537	2	Influenza	84.419000000	1.2707338738527356	3.2236529675589716
21059	2	Daviess County	KY	97234	2	Influenza	20.568000000	0.8774887813513991	1.9281201888627373
21061	1	Edmonson County	KY	12090	1	Influenza	82.712000000	0.6324831909135256	2.5506943903260035
21067	30	Fayette County	KY	301569	7	Influenza	99.479000000	4.609948750441065	4.609948750441065
21073	6	Franklin County	KY	49393	5	Influenza	121.474000000	3.4342134018283477	4.474687203461017
21075	1	Fulton County	KY	6755	1	Influenza	148.038000000	0.7148859009981395	3.0977600991071377
21077	1	Gallatin County	KY	8612	1	Influenza	116.117000000	0.6804533478758342	2.8672249737067084
21083	4	Graves County	KY	37519	3	Influenza	106.612000000	2.0050852138598123	3.8435483669821915
21085	1	Grayson County	KY	25957	1	Influenza	38.525000000	0.5252761975850765	1.8723514765583584
21089	1	Greenup County	KY	36865	1	Influenza	27.126000000	0.4766706307782937	1.58414940804976
21093	2	Hardin County	KY	107456	2	Influenza	18.612000000	0.8503261782254248	1.8433574790898914
21095	2	Harlan County	KY	29060	2	Influenza	68.823000000	1.2131324195385311	3.028379229029071
21101	3	Henderson County	KY	46406	2	Influenza	64.646000000	1.1955076199207737	2.9688894938673833
21103	1	Henry County	KY	15443	1	Influenza	64.754000000	0.5979886436727586	2.327333453159412
21107	1	Hopkins County	KY	46909	1	Influenza	21.317000000	0.44362124569675915	1.3975521819556036
21111	58	Jefferson County	KY	746906	7	Influenza	77.653000000	4.365045772451343	4.365045772451343
21117	1	Kenton County	KY	160406	1	Influenza	6.234000000	0.2826845905042723	0.6368791265345545
21131	2	Leslie County	KY	11233	1	Influenza	178.046000000	0.741091822295206	3.2746942937637082
21135	1	Lewis County	KY	13878	1	Influenza	72.056000000	0.6130323243353407	2.424246313048081
21145	2	McCracken County	KY	65864	2	Influenza	30.365000000	0.9844836061567733	2.269619064171499
21151	4	Madison County	KY	84188	3	Influenza	47.512000000	1.6636333671513885	3.0616270174627025
21157	1	Marshall County	KY	31308	1	Influenza	31.940000000	0.499241103535642	1.7161118508887403
21163	1	Meade County	KY	29562	1	Influenza	33.827000000	0.5071989925748583	1.7634334781909768
21167	2	Mercer County	KY	21282	2	Influenza	93.976000000	1.3010354937442459	3.3268432253614493
21173	1	Montgomery County	KY	26743	1	Influenza	37.392000000	0.5211213006508493	1.847149123968287
21175	1	Morgan County	KY	13943	1	Influenza	71.720000000	0.6123737785527462	2.4199871036886846
21177	3	Muhlenberg County	KY	31272	2	Influenza	95.932000000	1.3068599147824194	3.3467110249478424
21179	6	Nelson County	KY	43974	5	Influenza	136.444000000	3.516583258158065	4.589650374330055
21193	2	Perry County	KY	28751	2	Influenza	69.562000000	1.216140501705153	3.0385454272575574
21195	4	Pike County	KY	64904	4	Influenza	61.629000000	2.36413053121187	3.589516788354979
21199	5	Pulaski County	KY	63657	5	Influenza	78.545000000	3.1259449280408593	4.044866661616171
21209	2	Scott County	KY	48149	2	Influenza	41.537000000	1.0715355101210087	2.554721405657656
21211	1	Shelby County	KY	43068	1	Influenza	23.219000000	0.4553053498687126	1.4625607165733405
21213	1	Simpson County	KY	17378	1	Influenza	57.544000000	0.5813969440395501	2.221437012716488
21217	1	Taylor County	KY	24731	1	Influenza	40.435000000	0.5320179906144294	1.913450203789527
21227	21	Warren County	KY	115517	5	Influenza	181.791000000	3.720245302623102	4.874057087774509
21231	2	Wayne County	KY	20969	2	Influenza	95.378000000	1.305222274229624	3.341123798472237
22003	2	Allen Parish	LA	25757	2	Influenza	77.648000000	1.247137771447035	3.143511679443715
22005	3	Ascension Parish	LA	109985	3	Influenza	27.276000000	1.4322914521323031	2.5407917665567
22015	2	Bossier Parish	LA	119732	1	Influenza	16.703000000	0.4105334452490202	1.2196914733533926
22017	10	Caddo Parish	LA	257051	3	Influenza	38.902000000	1.5798970491226585	2.8719976336130673
22019	5	Calcasieu Parish	LA	194092	4	Influenza	25.760000000	1.8782332772914445	2.7549337870010606
22023	1	Cameron Parish	LA	6730	1	Influenza	148.588000000	0.715412121202761	3.1013013388923922
22027	1	Claiborne Parish	LA	16914	1	Influenza	59.122000000	0.5851965473044543	2.2455913714739255
22031	2	De Soto Parish	LA	26812	1	Influenza	74.593000000	0.6179090980437051	2.455833324921338
22033	25	East Baton Rouge Parish	LA	441438	7	Influenza	56.633000000	4.054095320314415	4.054095320314415
22039	1	Evangeline Parish	LA	33896	1	Influenza	29.502000000	0.4882560364619989	1.6514569045525156
22045	2	Iberia Parish	LA	73400	2	Influenza	27.247000000	0.9545677877894655	2.1730294600221676
22047	2	Iberville Parish	LA	33230	2	Influenza	60.186000000	1.17540525862263	2.9012017897077578
22049	1	Jackson Parish	LA	16323	1	Influenza	61.263000000	0.5901953355547311	2.277457743061946
22051	5	Jefferson Parish	LA	432640	3	Influenza	11.556000000	1.0843708452770173	1.7838232990668892
22055	6	Lafayette Parish	LA	224390	4	Influenza	26.739000000	1.8987653515487015	2.7899022599232737
22057	5	Lafourche Parish	LA	96666	2	Influenza	51.724000000	1.1328773599572055	2.7586346729058064
22061	3	Lincoln Parish	LA	46856	2	Influenza	64.025000000	1.192791946095633	2.9597349311833114
22063	4	Livingston Parish	LA	130251	4	Influenza	30.709000000	1.975200315577067	2.920361966529214
22065	1	Madison Parish	LA	12004	1	Influenza	83.305000000	0.6334915964614206	2.5572826808203133
22069	1	Natchitoches Parish	LA	39442	1	Influenza	25.353000000	0.4673688743570193	1.5307966032951523
22071	32	Orleans Parish	LA	360740	5	Influenza	88.706000000	3.2118126117570327	4.164514518450692
22073	1	Ouachita Parish	LA	154919	1	Influenza	6.454000000	0.2869644001510095	0.6533663105481007
22079	4	Rapides Parish	LA	132374	3	Influenza	30.217000000	1.4746983506663878	2.6354897488703415
22085	2	Sabine Parish	LA	24526	1	Influenza	81.546000000	0.6304793876729438	2.5376120419341484
22087	1	St. Bernard Parish	LA	39558	1	Influenza	25.279000000	0.46696716302029184	1.528506714932253
22089	1	St. Charles Parish	LA	52517	1	Influenza	19.041000000	0.4282543107387559	1.313762070005457
22095	1	St. John the Baptist Paris	LA	45221	1	Influenza	22.113000000	0.4486278899706503	1.4252746607607745
22097	5	St. Landry Parish	LA	83552	3	Influenza	59.842000000	1.7606915742688198	3.282660490499527
22101	1	St. Mary Parish	LA	54210	1	Influenza	18.446000000	0.4239487704839236	1.2906484106651954
22103	3	St. Tammany Parish	LA	236785	2	Influenza	12.669000000	0.7471801414772903	1.5303328602623096
22105	1	Tangipahoa Parish	LA	122571	1	Influenza	8.158000000	0.3163754020335577	0.7726182963345241
22109	2	Terrebonne Parish	LA	111917	2	Influenza	17.870000000	0.8393066741087025	1.8092251008356883
22111	10	Union Parish	LA	22732	5	Influenza	439.908000000	4.34916874064521	5.753270807747395
22115	2	Vernon Parish	LA	52107	1	Influenza	38.382000000	0.5247584084461397	1.869205401603765
22119	1	Webster Parish	LA	41288	1	Influenza	24.220000000	0.4610910472195391	1.4951487660319727
23001	3	Androscoggin County	ME	107398	1	Influenza	27.933000000	0.4807118303135005	1.607521792133261
23005	15	Cumberland County	ME	282401	7	Influenza	53.115000000	3.99111141174711	3.99111141174711
23007	1	Franklin County	ME	30746	1	Influenza	32.524000000	0.5017516571766657	1.730997933277403
23009	2	Hancock County	ME	54578	2	Influenza	36.644000000	1.0366210225704404	2.4397100211286986
23011	5	Kennebec County	ME	121935	3	Influenza	41.005000000	1.6019094252072044	2.9217396793593613
23013	2	Knox County	ME	39708	2	Influenza	50.367000000	1.125427412265592	2.733755077023183
23019	3	Penobscot County	ME	153786	3	Influenza	19.507000000	1.294614124831557	2.236460552888292
23023	1	Sagadahoc County	ME	35207	1	Influenza	28.403000000	0.4830138157078789	1.620886413256408
23027	1	Waldo County	ME	38745	1	Influenza	25.809000000	0.4698196645767311	1.544792718940569
23031	3	York County	ME	198199	2	Influenza	15.136000000	0.7945865144719744	1.6723322254591824
24001	10	Allegany County	MD	74692	4	Influenza	133.883000000	2.8025187062851877	4.350336920794801
24003	22	Anne Arundel County	MD	544403	7	Influenza	40.411000000	3.7235465460222383	3.7235465460222383
24005	21	Baltimore County	MD	809941	6	Influenza	25.927000000	2.822682429164864	3.145149318408727
24009	2	Calvert County	MD	89256	1	Influenza	22.407000000	0.45043358898968106	1.435322592187245
24011	2	Caroline County	MD	32985	2	Influenza	60.633000000	1.1774849832518623	2.9081960835494236
24013	4	Carroll County	MD	167288	3	Influenza	23.910000000	1.3779725696888951	2.4201141281410625
24015	6	Cecil County	MD	101694	4	Influenza	59.000000000	2.3396254641269145	3.5471512942852352
24017	5	Charles County	MD	149130	3	Influenza	33.527000000	1.5178892685661989	2.7323339031546494
24019	2	Dorchester County	MD	32640	2	Influenza	61.274000000	1.1804411437746307	2.9181413197788326
24021	6	Frederick County	MD	236745	4	Influenza	25.343000000	1.8692586200262675	2.7396596040013486
24023	1	Garrett County	MD	30051	1	Influenza	33.276000000	0.504920771543839	1.7498456089980552
24025	8	Harford County	MD	246489	4	Influenza	32.455000000	2.005829286991303	2.9727560442775385
24027	7	Howard County	MD	293142	3	Influenza	23.879000000	1.3774388889159328	2.418932177531001
24031	24	Montgomery County	MD	989794	7	Influenza	24.247000000	3.2287073367814902	3.2287073367814902
24033	23	Prince George's County	MD	871233	5	Influenza	26.399000000	2.3646475116983225	2.988527812205377
24043	2	Washington County	MD	148203	2	Influenza	13.495000000	0.7639439321067483	1.5801562146527113
24045	3	Wicomico County	MD	99190	3	Influenza	30.244000000	1.4750688676063075	2.6363188896312106
24510	56	Baltimore city	MD	619493	7	Influenza	90.396000000	4.515201713826298	4.515201713826298
25001	5	Barnstable County	MA	215769	3	Influenza	23.172000000	1.3650835450711338	2.391589720235094
25003	4	Berkshire County	MA	130458	4	Influenza	30.661000000	1.9743346511720112	2.918882083416521
25005	26	Bristol County	MA	548922	7	Influenza	47.365000000	3.8787764116345103	3.8787764116345103
25007	2	Dukes County	MA	16766	2	Influenza	119.289000000	1.3685420516366944	3.5577044666582243
25009	30	Essex County	MA	748930	6	Influenza	40.057000000	3.1842525815249467	3.5648618452613228
25013	11	Hampden County	MA	463783	6	Influenza	23.717000000	2.7492782280013395	3.060060951247395
25015	6	Hampshire County	MA	157822	3	Influenza	38.017000000	1.5702846208242236	2.850301795343785
25017	66	Middlesex County	MA	1518171	7	Influenza	43.473000000	3.7948822634570045	3.7948822634570045
25019	1	Nantucket County	MA	10142	1	Influenza	98.599000000	0.6573074463399297	2.7137387524750403
25021	23	Norfolk County	MA	675436	6	Influenza	34.052000000	3.0487137198802325	3.407425565246135
25023	17	Plymouth County	MA	497579	5	Influenza	34.165000000	2.5428937641142726	3.2348897715642657
25025	206	Suffolk County	MA	730932	7	Influenza	281.831000000	5.64484954611946	5.64484954611946
25027	46	Worcester County	MA	801227	6	Influenza	57.411000000	3.4864321956529456	3.9162028292096673
26015	2	Barry County	MI	58820	2	Influenza	34.002000000	1.015830057918276	2.3716312963921586
26017	4	Bay County	MI	107110	4	Influenza	37.344000000	2.0837703210613316	3.1063532145954076
26021	3	Berrien County	MI	156941	3	Influenza	19.115000000	1.286342488029322	2.218349081890315
26025	5	Calhoun County	MI	135490	4	Influenza	36.903000000	2.0771601512163196	3.095008603749406
26031	1	Cheboygan County	MI	25918	1	Influenza	38.583000000	0.5254856761655075	1.8736246909376708
26035	3	Clare County	MI	31033	3	Influenza	96.671000000	1.9635448662708783	3.7478657598332332
26041	2	Delta County	MI	37105	2	Influenza	53.901000000	1.1444375895102408	2.7972987562811857
26043	1	Dickinson County	MI	26185	1	Influenza	38.189000000	0.524056585024648	1.8649435453334746
26045	1	Eaton County	MI	108056	1	Influenza	9.254000000	0.33252398190878696	0.8424288832756998
26049	17	Genesee County	MI	422080	5	Influenza	40.276000000	2.65734372660962	3.393453186928724
26055	4	Grand Traverse County	MI	88349	4	Influenza	45.274000000	2.1911887133059946	3.291042321741139
26057	1	Gratiot County	MI	42145	1	Influenza	23.727000000	0.45827082343214826	1.4792315978503003
26059	3	Hillsdale County	MI	46514	2	Influenza	64.496000000	1.1948540205926135	2.9666859114211555
26061	1	Houghton County	MI	36638	1	Influenza	27.294000000	0.47752139543382033	1.5890602627013464
26063	2	Huron County	MI	32675	1	Influenza	61.208000000	0.5900690869768533	2.276651710967541
26065	9	Ingham County	MI	281613	4	Influenza	31.958000000	1.997276584907736	2.9581194099746844
26067	2	Ionia County	MI	63979	2	Influenza	31.260000000	0.992522306484875	2.295704331901823
26073	3	Isabella County	MI	70622	3	Influenza	42.479000000	1.6166905983893525	2.955185538765347
26075	6	Jackson County	MI	159748	4	Influenza	37.559000000	2.086965449026345	3.1118377123551353
26077	11	Kalamazoo County	MI	252074	5	Influenza	43.637000000	2.713259365366907	3.4710121375318113
26081	22	Kent County	MI	608453	6	Influenza	36.157000000	3.0987018674715228	3.465476940700508
26087	3	Lapeer County	MI	88082	2	Influenza	34.059000000	1.0162949590152892	2.3731500614221095
26091	4	Lenawee County	MI	99440	4	Influenza	40.225000000	2.1251684962546644	3.1774584150281817
26093	6	Livingston County	MI	181722	3	Influenza	33.017000000	1.5115115998533482	2.7180099614253006
26099	14	Macomb County	MI	842145	5	Influenza	16.624000000	2.0494725782143157	2.5552319665087304
26101	1	Manistee County	MI	24709	1	Influenza	40.471000000	0.5321420553978248	1.9142088492224105
26103	4	Marquette County	MI	67694	3	Influenza	59.089000000	1.7553543413585364	3.2704756437009044
26107	2	Mecosta County	MI	43300	2	Influenza	46.189000000	1.1011888041667095	2.653020612142759
26111	1	Midland County	MI	84063	1	Influenza	11.895000000	0.365262805619044	0.992987187746139
26115	3	Monroe County	MI	151560	2	Influenza	19.794000000	0.867046995301651	1.8954328481850922
26121	2	Muskegon County	MI	171302	2	Influenza	11.675000000	0.7256090141363563	1.4668863684501938
26123	1	Newaygo County	MI	48352	1	Influenza	20.681000000	0.439490900138422	1.3748361082092153
26125	27	Oakland County	MI	1210145	7	Influenza	22.311000000	3.148925352170385	3.1489253521703855
26139	6	Ottawa County	MI	266300	3	Influenza	22.530000000	1.353546944031116	2.3660963009117584
26145	11	Saginaw County	MI	199088	5	Influenza	55.251000000	2.8784455847887744	3.7004374029476654
26147	2	St. Clair County	MI	161642	2	Influenza	12.373000000	0.740925071111617	1.5118565840947362
26155	3	Shiawassee County	MI	69841	3	Influenza	42.954000000	1.6213472710731511	2.96572951563585
26159	1	Van Buren County	MI	76131	1	Influenza	13.135000000	0.3783791415922219	1.0565494452481041
26161	18	Washtenaw County	MI	347962	6	Influenza	51.729000000	3.398713361851056	3.8141707401177753
26163	76	Wayne County	MI	1802096	7	Influenza	42.173000000	3.765215299856146	3.765215299856146
27003	15	Anoka County	MN	333140	5	Influenza	45.026000000	2.735147467289439	3.501387410504042
27005	1	Becker County	MN	32778	1	Influenza	30.508000000	0.49289164026301113	1.6786440945020655
27007	1	Beltrami County	MN	45264	1	Influenza	22.092000000	0.4484980338855267	1.4245530732369809
27009	1	Benton County	MN	38671	1	Influenza	25.859000000	0.4700858514743041	1.5463155309544059
27013	13	Blue Earth County	MN	64384	5	Influenza	201.913000000	3.794840939821595	4.978274426877701
27017	4	Carlton County	MN	35455	3	Influenza	112.819000000	2.0291183431432454	3.8989580290987087
27019	4	Carver County	MN	92638	3	Influenza	43.178000000	1.6235258261205578	2.9706635188024544
27021	1	Cass County	MN	28390	1	Influenza	35.223000000	0.5128134680275139	1.7970549472118649
27027	5	Clay County	MN	59803	4	Influenza	83.607000000	2.536009717432003	3.887226673173362
27035	2	Crow Wing County	MN	62763	2	Influenza	31.865000000	0.9978309319187256	2.3129596619925854
27037	16	Dakota County	MN	402006	7	Influenza	39.800000000	3.708682081410116	3.708682081410116
27039	1	Dodge County	MN	20243	1	Influenza	49.399000000	0.5599959048015202	2.086541278795059
27049	1	Goodhue County	MN	46217	1	Influenza	21.637000000	0.4456551051029984	1.4087894389472615
27053	115	Hennepin County	MN	1168431	7	Influenza	98.422000000	4.599373417140915	4.599373417140914
27059	1	Isanti County	MN	38283	1	Influenza	26.121000000	0.47147261936410556	1.5542573732426541
27079	2	Le Sueur County	MN	27656	1	Influenza	72.317000000	0.6135417865148746	2.4275423323984295
27085	1	McLeod County	MN	36432	1	Influenza	27.448000000	0.47829683704735626	1.593540791566694
27095	1	Mille Lacs County	MN	25979	1	Influenza	38.492000000	0.5251568742498861	1.8716263372668849
27103	3	Nicollet County	MN	32820	2	Influenza	91.407000000	1.2932007809582673	3.300134496254826
27109	5	Olmsted County	MN	145769	4	Influenza	34.300000000	2.0365045508224293	3.0252910757955354
27119	5	Polk County	MN	31456	3	Influenza	158.952000000	2.1749459015249246	4.235877192732109
27123	45	Ramsey County	MN	514696	7	Influenza	87.430000000	4.482211278587644	4.482211278587644
27137	8	St. Louis County	MN	200255	4	Influenza	39.949000000	2.1213299371294196	3.170861359766441
27139	4	Scott County	MN	132556	4	Influenza	30.175000000	1.9654951380377716	2.9037736139831805
27145	6	Stearns County	MN	151343	3	Influenza	39.645000000	1.5878039259422299	2.8898557517720276
27147	1	Steele County	MN	36534	1	Influenza	27.371000000	0.4779096423859264	1.591303036524285
27153	2	Todd County	MN	24836	2	Influenza	80.528000000	1.2574132912932552	3.178387108138066
27163	6	Washington County	MN	241280	4	Influenza	24.867000000	1.858838871449126	2.7219343214605987
27169	2	Winona County	MN	51378	2	Influenza	38.927000000	1.0534436533635796	2.495021983529093
27171	4	Wright County	MN	126437	3	Influenza	31.636000000	1.4937497029570945	2.6781602964332585
27173	1	Yellow Medicine County	MN	10307	1	Influenza	97.021000000	0.655025963061279	2.698682652779262
28011	1	Bolivar County	MS	33771	1	Influenza	29.611000000	0.488765631640871	1.6544385926450582
28013	1	Calhoun County	MS	14917	1	Influenza	67.037000000	0.6028645249778336	2.3586548191905075
28015	2	Carroll County	MS	10373	2	Influenza	192.808000000	1.5048194223641276	4.026921885904667
28017	1	Chickasaw County	MS	17124	1	Influenza	58.397000000	0.5834633885775246	2.2345662367960744
28025	1	Clay County	MS	20456	1	Influenza	48.885000000	0.5585314794807815	2.0773858587822613
